Track0,Track1,Track2,Track3,Track4,Track5,Track6,Track7,Track8,Track9,Track10,Track11,Track12,Track13,Track14,Track15,Track16,Track17,Track18,TrackPosition,AngleToTrackAxis,RPM,Speed,SpeedY,DistanceFromStartLine,DistanceRaced,Damage,Accelerate,Brake,Steering,Gear
7.41949,7.53772,7.90096,8.57037,9.67679,11.4915,14.651,21.0867,39.7604,200.0,21.9907,10.6218,7.17461,5.56612,4.66771,4.12893,3.8064,3.63373,3.58057,-0.348988,0.00372106,1721.34,13.9231,7.89775E-4,5774.7,15.5981,0.0,1.0,0.0,0.0,1
7.42316,7.54024,7.90198,8.56921,9.67194,11.478,14.6325,21.0603,39.7113,200.0,22.0499,10.6508,7.18251,5.56761,4.66685,4.12706,3.8037,3.63049,3.5769,-0.349665,0.00280506,2083.37,17.2484,-5.7415E-5,5775.39,16.293,0.0,1.0,0.0,0.0,1
7.42719,7.54236,7.90191,8.56571,9.66228,11.4575,14.6063,21.0224,39.6394,200.0,22.1355,10.6919,7.19846,5.57267,4.66775,4.12598,3.80151,3.62732,3.57281,-0.350397,0.00151235,2593.95,21.4704,1.8595E-4,5776.36,17.2598,0.0,1.0,0.0,0.0,1
7.42542,7.53827,7.89473,8.55392,9.64181,11.428,14.5687,20.9682,39.5365,200.0,22.2584,10.7509,7.23216,5.58903,4.6776,4.13222,3.80579,3.63025,3.57458,-0.350075,-2.19043E-4,3210.63,26.0314,-5.71187E-5,5777.42,18.3164,0.0,1.0,0.0,0.0,1
7.42493,7.53479,7.88716,8.53993,9.61768,11.3987,14.5313,20.9144,39.435,200.0,22.3799,10.8095,7.2713,5.60899,4.68836,4.13872,3.8095,3.63208,3.57507,-0.349987,-0.00231188,4077.03,31.5308,3.5021E-5,5778.7,19.5981,0.0,1.0,0.0,0.0,1
7.41852,7.52396,7.87023,8.51362,9.58519,11.3602,14.4821,20.8435,39.3004,200.0,22.5403,10.8869,7.32319,5.64646,4.71206,4.15469,3.82112,3.6409,3.58167,-0.348799,-0.00548237,6502.57,38.0493,-2.39155E-4,5780.25,21.1475,0.0,1.0,0.0,0.0,2
7.40463,7.50394,7.84211,8.48044,9.54771,11.3156,14.4249,20.7601,39.1381,200.0,22.7298,10.9765,7.38307,5.69247,4.74928,4.18325,3.84299,3.6582,3.59586,-0.346241,-0.00958842,2805.01,38.6326,-1.24406E-5,5781.97,22.873,0.0,1.0,0.0,0.0,2
7.38293,7.47604,7.81162,8.44748,9.51061,11.2716,14.3688,20.6794,38.9862,200.0,22.9122,11.0645,7.44232,5.73816,4.7874,4.21683,3.87292,3.68439,3.61829,-0.342202,-0.0149738,3115.65,41.6103,-2.24183E-5,5783.76,24.6655,0.0,1.0,0.0,0.0,2
7.39063,7.48319,7.81868,8.45461,9.51794,11.2793,14.3764,20.6849,38.9682,200.0,22.9057,11.0509,7.43089,5.72843,4.77879,4.20893,3.86543,3.67707,3.61083,-0.343572,-0.0162551,3367.03,44.8249,-2.26327E-5,1.73615,26.7341,0.0,1.0,0.0,0.0,2
7.35864,7.4508,7.78484,8.41801,9.47675,11.2304,14.3142,20.5954,38.7996,200.0,23.1086,11.1488,7.49671,5.77918,4.82112,4.24621,3.89968,3.70965,3.64282,-0.337757,-0.016255,3630.76,48.2299,-2.4924E-5,3.80402,28.802,0.0,1.0,0.0,0.0,2
7.31957,7.41124,7.74351,8.37332,9.42644,11.1708,14.2382,20.486,38.5936,200.0,23.3564,11.2684,7.57711,5.84116,4.87282,4.29175,3.9415,3.74943,3.68188,-0.330655,-0.0162548,3913.09,51.8344,-2.68618E-5,6.02765,31.0256,0.0,1.0,0.0,0.0,2
7.2805,7.37169,7.70218,8.32863,9.37613,11.1112,14.1622,20.3767,38.3877,200.0,23.6042,11.388,7.65751,5.90314,4.92453,4.33729,3.98332,3.78921,3.72095,-0.323553,-0.0162547,4213.05,55.6514,-2.85367E-5,8.41613,33.4141,0.0,1.0,0.0,0.0,2
7.24144,7.33213,7.66085,8.28394,9.32581,11.0516,14.0863,20.2673,38.1817,200.0,23.8521,11.5075,7.73791,5.96511,4.97623,4.38283,4.02514,3.829,3.76002,-0.316451,-0.0162546,4528.23,59.6645,-3.31397E-5,10.9788,35.9768,0.0,1.0,0.0,0.0,2
7.19529,7.2854,7.61203,8.23115,9.26638,10.9811,13.9965,20.1382,37.9384,200.0,24.1448,11.6488,7.83288,6.03833,5.03731,4.43662,4.07455,3.87599,3.80617,-0.308061,-0.0162545,4860.6,63.859,-3.36456E-5,13.7239,38.7219,0.0,1.0,0.0,0.0,2
7.14645,7.23596,7.56036,8.17528,9.20349,10.9066,13.9015,20.0015,37.6809,200.0,24.4546,11.7982,7.93337,6.1158,5.10194,4.49355,4.12682,3.92572,3.855,-0.299183,-0.0162544,5208.78,68.2445,-3.7515E-5,16.6594,41.6574,0.0,1.0,0.0,0.0,2
7.09762,7.18651,7.5087,8.11942,9.1406,10.8321,13.8065,19.8648,37.4234,200.0,24.7644,11.9477,8.03387,6.19327,5.16657,4.55047,4.1791,3.97545,3.90384,-0.290305,-0.0162544,5568.04,72.8022,-4.36267E-5,19.7942,44.7922,0.0,1.0,0.0,0.0,2
7.03486,7.12297,7.44232,8.04764,9.05979,10.7363,13.6845,19.6893,37.0928,200.0,25.1623,12.1397,8.163,6.29282,5.24962,4.62361,4.24628,4.03936,3.96659,-0.278897,-0.0162534,5986.2,78.0917,-1.36785E-5,23.5667,48.5647,0.0,1.0,0.0,0.0,2
6.97626,7.06371,7.38048,7.98087,8.98477,10.6476,13.5719,19.5284,36.7955,200.0,25.5242,12.3168,8.28268,6.3853,5.32689,4.69175,4.30891,4.09898,4.02519,-0.268244,-0.0161919,4495.39,80.6053,0.00189135,27.1212,52.1192,0.0,1.0,0.0,0.0,3
6.91765,7.00438,7.31849,7.91385,8.90934,10.5583,13.458,19.3646,36.4874,200.0,25.8949,12.496,8.40319,6.47822,5.40442,4.76004,4.37163,4.15866,4.08379,-0.257591,-0.0161868,4502.21,81.9197,1.95461E-4,30.7156,55.7136,0.0,1.0,0.0,0.0,3
6.85905,6.94504,7.2565,7.84681,8.83386,10.4688,13.344,19.2006,36.1783,200.0,26.2665,12.6753,8.52377,6.57118,5.48197,4.82834,4.43436,4.21833,4.14239,-0.246937,-0.0161865,4668.22,84.8752,-3.99545E-5,34.4225,59.4205,0.0,1.0,0.0,0.0,3
6.80045,6.8857,7.1945,7.77977,8.75839,10.3794,13.23,19.0365,35.8692,200.0,26.6381,12.8546,8.64435,6.66414,5.55952,4.89665,4.4971,4.27801,4.20099,-0.236284,-0.0161864,4837.12,87.8943,-5.79493E-5,38.262,63.26,0.0,1.0,0.0,0.0,3
6.73318,6.81759,7.12333,7.70282,8.67175,10.2767,13.0991,18.8482,35.5144,200.0,27.0646,13.0604,8.78277,6.77086,5.64854,4.97506,4.56911,4.34651,4.26826,-0.224055,-0.0161863,5009.22,90.9765,-5.98272E-5,42.237,67.235,0.0,1.0,0.0,0.0,3
6.66481,6.74837,7.051,7.6246,8.5837,10.1724,12.9661,18.6568,35.1538,200.0,27.4981,13.2696,8.92345,6.87931,5.73902,5.05475,4.64229,4.41613,4.33663,-0.211626,-0.0161862,5185.19,94.1223,-5.96955E-5,46.3505,71.3485,0.0,1.0,0.0,0.0,3
6.59645,6.67914,6.97867,7.54639,8.49565,10.068,12.8331,18.4655,34.7932,200.0,27.9316,13.4788,9.06413,6.98776,5.8295,5.13444,4.71548,4.48575,4.405,-0.199197,-0.0161862,5363.51,97.327,-5.99961E-5,50.605,75.603,0.0,1.0,0.0,0.0,3
6.52808,6.60992,6.90634,7.46818,8.4076,9.96367,12.7001,18.2741,34.4326,200.0,28.3651,13.688,9.20481,7.09622,5.91997,5.21413,4.78867,4.55538,4.47336,-0.186768,-0.0161861,5543.76,100.573,-5.84417E-5,55.003,80.001,0.0,1.0,0.0,0.0,3
6.4536,6.53451,6.82756,7.38298,8.31169,9.85001,12.5552,18.0656,34.0399,200.0,28.8373,13.9159,9.35805,7.21435,6.01853,5.30093,4.86839,4.63121,4.54784,-0.173229,-0.016186,5726.05,103.859,-5.73185E-5,59.546,84.544,0.0,1.0,0.0,0.0,3
6.37547,6.4554,6.74489,7.29359,8.21105,9.73075,12.4032,17.8469,33.6277,200.0,29.3328,14.155,9.51883,7.3383,6.12193,5.392,4.95203,4.71078,4.62597,-0.159024,-0.016186,5910.14,107.185,-5.64583E-5,64.236,89.234,0.0,1.0,0.0,0.0,3
6.3071,6.38617,6.67257,7.21538,8.12301,9.62641,12.2702,17.6556,33.2673,200.0,29.766,14.3641,9.65949,7.44674,6.2124,5.47169,5.02522,4.7804,4.69434,-0.146595,-0.0161848,6073.44,110.127,4.08083E-6,68.4617,93.4597,0.0,1.0,0.0,0.0,4
6.22896,6.30712,6.59005,7.12624,8.02279,9.50784,12.1195,17.4397,32.8659,200.0,30.2496,14.6006,9.81916,7.57011,6.31546,5.56256,5.10874,4.85991,4.77247,-0.132391,-0.0161221,4614.71,109.977,0.00129073,73.3549,98.3529,0.0,1.0,0.0,0.0,4
6.13129,6.20823,6.48672,7.01452,7.89701,9.35879,11.9295,17.1664,32.351,200.0,30.8681,14.8992,10.0201,7.72501,6.44469,5.67638,5.21328,4.95937,4.87014,-0.114635,-0.0161193,4828.95,112.699,7.87726E-5,79.5384,104.536,0.0,1.0,0.0,0.0,4
6.06292,6.139,6.41439,6.9363,7.80896,9.25445,11.7965,16.975,31.9904,200.0,31.3013,15.1084,10.1607,7.83344,6.53516,5.75607,5.28647,5.02899,4.93851,-0.102206,-0.0161184,4914.85,114.667,3.82599E-5,83.9593,108.957,0.0,1.0,0.0,0.0,4
5.98015,6.05519,6.32682,6.84161,7.70234,9.1281,11.6354,16.7432,31.5537,200.0,31.8259,15.3616,10.331,7.96474,6.64469,5.85255,5.37507,5.11328,5.02128,-0.0871582,-0.0161184,5012.92,116.937,4.52602E-5,89.1059,114.104,0.0,1.0,0.0,0.0,4
5.89224,5.96618,6.23382,6.74104,7.58913,8.99393,11.4644,16.4971,31.0899,200.0,32.3831,15.6305,10.5119,8.10417,6.76102,5.955,5.46917,5.20279,5.10918,-0.0711781,-0.0161184,5111.92,119.227,5.49018E-5,94.3539,119.352,0.0,1.0,0.0,0.0,4
5.80434,5.87718,6.14082,6.64048,7.47591,8.85975,11.2934,16.251,30.626,200.0,32.9402,15.8994,10.6927,8.2436,6.87734,6.05745,5.56326,5.2923,5.19709,-0.055198,-0.0161185,5210.91,121.537,6.88111E-5,99.7041,124.702,0.0,1.0,0.0,0.0,4
5.71644,5.78817,6.04783,6.53991,7.36269,8.72558,11.1223,16.0049,30.1622,200.0,33.4974,16.1684,10.8736,8.38303,6.99366,6.15991,5.65736,5.38181,5.28499,-0.0392179,-0.0161186,5311.47,123.863,9.0106E-5,105.157,130.155,0.0,1.0,0.0,0.0,4
5.62854,5.69917,5.95483,6.43935,7.24948,8.5914,10.9513,15.7588,29.6984,200.0,34.0546,16.4373,11.0544,8.52246,7.10998,6.26236,5.75146,5.47133,5.37289,-0.0232377,-0.0161188,5410.6,126.2,9.98603E-5,110.714,135.712,0.0,1.0,0.0,0.0,4
5.54064,5.61016,5.86183,6.33878,7.13626,8.45723,10.7803,15.5127,29.2346,200.0,34.6118,16.7062,11.2353,8.66189,7.22631,6.36482,5.84555,5.56084,5.46079,-0.00725763,-0.0161189,5512.04,128.542,1.31603E-4,116.375,141.373,0.0,1.0,0.0,0.0,4
5.44687,5.51522,5.76263,6.23151,7.01549,8.3141,10.5978,15.2502,28.7398,200.0,35.2061,16.9931,11.4282,8.81062,7.35038,6.4741,5.94592,5.65632,5.55455,0.00978782,-0.0161192,5611.42,130.894,1.39138E-4,122.14,147.138,0.0,1.0,0.0,0.0,4
5.35287,5.42004,5.66317,6.12396,6.89441,8.1706,10.4149,14.9869,28.2436,200.0,35.8022,17.2807,11.6216,8.95974,7.47479,6.58368,6.04655,5.75205,5.64856,0.0268777,-0.0161202,5709.88,133.163,2.18327E-4,127.788,152.786,0.0,1.0,0.0,0.0,4
5.25886,5.32485,5.56372,6.01641,6.77333,8.02711,10.232,14.7237,27.7475,200.0,36.3982,17.5683,11.8151,9.10887,7.59919,6.69325,6.14718,5.84778,5.74257,0.0439675,-0.016121,5806.03,135.439,1.25741E-4,133.533,158.531,0.0,1.0,0.0,0.0,4
5.15143,5.21607,5.45005,5.8935,6.63495,7.86311,10.023,14.4229,27.1806,200.0,37.0792,17.897,12.0361,9.27928,7.74137,6.81847,6.26219,5.95718,5.85,0.0634988,-0.0161213,5919.64,138.045,1.77044E-4,140.218,165.216,0.0,1.0,0.0,0.0,4
5.05742,5.12088,5.3506,5.78595,6.51387,7.71962,9.84006,14.1597,26.6846,200.0,37.675,18.1846,12.2295,9.4284,7.86577,6.92804,6.36282,6.05291,5.94401,0.0805886,-0.0161212,6016.37,140.333,1.49068E-4,146.172,171.17,0.0,1.0,0.0,0.0,4
4.96341,5.02569,5.25114,5.6784,6.39279,7.57613,9.65715,13.8965,26.1886,200.0,38.2709,18.4722,12.4229,9.57751,7.99017,7.03761,6.46345,6.14864,6.03802,0.0976784,-0.0161214,6116.06,142.625,2.87837E-4,152.224,177.222,0.0,1.0,0.0,0.0,4
4.86184,4.92284,5.14367,5.56219,6.26196,7.42107,9.45949,13.612,25.6524,200.0,38.9151,18.7831,12.632,9.73865,8.12459,7.15601,6.57219,6.25208,6.13959,0.116144,-0.0161228,6213.45,144.924,3.4336E-4,158.374,183.372,0.0,1.0,0.0,0.0,4
4.74366,4.80318,5.01864,5.42698,6.10974,7.24068,9.22954,13.2811,25.0288,200.0,39.6644,19.1447,12.8751,9.92611,8.28099,7.29376,6.6987,6.37243,6.25777,0.137629,-0.0161237,6325.54,147.557,3.65882E-4,165.523,190.521,0.0,1.0,0.0,0.0,4
4.62548,4.68352,4.89361,5.29177,5.95752,7.06028,8.99959,12.9502,24.4051,200.0,40.4137,19.5063,13.1183,10.1136,8.43738,7.4315,6.82521,6.49277,6.37595,0.159113,-0.0161246,6437.92,150.186,3.97234E-4,172.801,197.799,0.0,1.0,0.0,0.0,4
4.53684,4.59377,4.79984,5.19037,5.84336,6.92499,8.82714,12.7021,23.9374,200.0,40.9755,19.7775,13.3007,10.2542,8.55467,7.53481,6.92008,6.58303,6.46459,0.175226,-0.0161248,6522.12,152.153,2.6719E-4,178.344,203.342,0.0,1.0,0.0,0.0,5
4.41866,4.47412,4.67483,5.05521,5.69122,6.74472,8.59742,12.3717,23.3158,200.0,41.7205,20.1381,13.5434,10.4414,8.71095,7.67249,7.04655,6.70336,6.58276,0.196711,-0.0161092,5254.06,152.446,0.00122558,185.805,210.803,0.0,1.0,0.0,0.0,5
4.31526,4.36942,4.56543,4.93691,5.55804,6.58689,8.39624,12.0822,22.7703,200.0,42.3755,20.4543,13.7562,10.6054,8.84777,7.793,7.15724,6.80865,6.68617,0.21551,-0.0161077,5357.29,153.631,6.73061E-4,192.345,217.343,0.0,1.0,0.0,0.0,5
4.21185,4.26471,4.45603,4.8186,5.42484,6.42904,8.19502,11.7926,22.2244,200.0,43.0314,20.7708,13.969,10.7695,8.98462,7.91354,7.26794,6.91396,6.78958,0.234308,-0.0161096,5412.61,155.186,4.78028E-4,198.949,223.947,0.0,1.0,0.0,0.0,5
4.10844,4.16,4.34662,4.7003,5.29165,6.27118,7.9938,11.5031,21.6786,200.0,43.6872,21.0872,14.1817,10.9335,9.12147,8.03407,7.37863,7.01926,6.89298,0.253107,-0.016111,5466.23,156.739,3.84985E-4,205.621,230.619,0.0,1.0,0.0,0.0,5
3.99612,4.04627,4.22779,4.5718,5.14698,6.09973,7.77525,11.1886,21.0859,200.0,44.3992,21.4309,14.4128,11.1117,9.27011,8.16499,7.49887,7.13364,7.0053,0.273526,-0.0161116,5519.97,158.29,3.59383E-4,212.358,237.356,0.0,1.0,0.0,0.0,5
3.88332,3.93205,4.10844,4.44274,5.00168,5.92754,7.55575,10.8727,20.4906,193.89,45.1144,21.776,14.645,11.2906,9.4194,8.29647,7.61963,7.24852,7.11811,0.294034,-0.0161125,5574.46,159.837,4.69992E-4,219.162,244.16,0.0,1.0,0.0,0.0,5
3.77051,3.81783,3.98909,4.31367,4.85638,5.75533,7.33624,10.5568,19.8951,186.963,45.8299,22.1213,14.8771,11.4696,9.56869,8.42796,7.74039,7.36339,7.23092,0.314542,-0.0161143,5628.09,161.383,5.15701E-4,226.032,251.03,0.0,1.0,0.0,0.0,5
3.64159,3.68728,3.85269,4.16617,4.69032,5.55854,7.08538,10.1958,19.2147,179.0,46.6474,22.5158,15.1424,11.6741,9.73931,8.57824,7.8784,7.49468,7.35984,0.337979,-0.0161157,5689.5,163.148,5.31019E-4,233.965,258.963,0.0,1.0,0.0,0.0,5
3.52878,3.57306,3.73335,4.03711,4.54502,5.38634,6.86587,9.87992,18.6194,171.987,47.3629,22.861,15.3745,11.8531,9.8886,8.70973,7.99916,7.60956,7.47265,0.358487,-0.0161173,5743.03,164.689,4.44587E-4,240.976,265.974,0.0,1.0,0.0,0.0,5
3.41597,3.45884,3.614,3.90805,4.39972,5.21414,6.64638,9.56406,18.0241,164.934,48.0781,23.2061,15.6066,12.032,10.0379,8.84121,8.11992,7.72443,7.58546,0.378995,-0.0161181,5796.51,166.228,4.14688E-4,248.054,273.052,0.0,1.0,0.0,0.0,5
3.28705,3.3283,3.4776,3.76056,4.23367,5.01734,6.39552,9.20306,17.3437,156.822,48.8957,23.6007,15.8719,12.2365,10.2085,8.99149,8.25793,7.85572,7.71438,0.402433,-0.0161196,5857.71,167.985,4.2192E-4,256.223,281.221,0.0,1.0,0.0,0.0,5
3.15813,3.19775,3.3412,3.61306,4.06761,4.82055,6.14466,8.84207,16.6633,148.652,49.7134,23.9952,16.1372,12.4411,10.3791,9.14176,8.39594,7.98701,7.8433,0.42587,-0.0161212,5918.8,169.739,4.26872E-4,264.478,289.476,0.0,1.0,0.0,0.0,5
3.03958,3.07772,3.21578,3.47743,3.91492,4.63959,5.914,8.51014,16.0377,141.332,50.4651,24.3579,16.3812,12.6291,10.536,9.27994,8.52284,8.10773,7.96185,0.447421,-0.0161224,5972.14,171.273,5.28591E-4,271.771,296.769,0.0,1.0,0.0,0.0,5
2.91737,2.95398,3.08649,3.33762,3.75751,4.45305,5.6762,8.16794,15.3927,133.889,51.2404,24.732,16.6327,12.823,10.6977,9.42239,8.65367,8.23218,8.08406,0.469638,-0.0161244,6025.45,172.804,5.66268E-4,279.13,304.128,0.0,1.0,0.0,0.0,5
2.79516,2.83023,2.95719,3.1978,3.60011,4.2665,5.43841,7.82575,14.7478,126.402,52.0155,25.106,16.8842,13.0169,10.8595,9.56484,8.78449,8.35663,8.20627,0.491855,-0.0161261,6078.66,174.334,4.67179E-4,286.554,311.552,0.0,1.0,0.0,0.0,5
2.67296,2.70649,2.8279,3.05799,3.4427,4.07996,5.20063,7.48358,14.103,118.878,52.7905,25.4799,17.1356,13.2107,11.0212,9.70729,8.91531,8.48108,8.32848,0.514071,-0.016127,6131.79,175.862,4.27243E-4,294.044,319.042,0.0,1.0,0.0,0.0,5
2.55075,2.58275,2.69861,2.91817,3.2853,3.89342,4.96284,7.14141,13.4581,111.309,53.5655,25.8539,17.3871,13.4046,11.1829,9.84974,9.04614,8.60552,8.45068,0.536288,-0.0161283,6184.88,177.39,5.23591E-4,301.599,326.597,0.0,1.0,0.0,0.0,5
2.42854,2.45901,2.56931,2.77836,3.12789,3.70687,4.72505,6.79922,12.8132,103.699,54.3563,26.2279,17.6386,13.5985,11.3447,9.99219,9.17696,8.72998,8.57289,0.558505,-0.0161303,6237.94,178.915,5.55814E-4,309.219,334.217,0.0,1.0,0.0,0.0,5
2.30633,2.33527,2.44002,2.63854,2.97049,3.52033,4.48727,6.45704,12.1683,96.0462,55.3522,26.6019,17.8901,13.7924,11.5064,10.1346,9.30779,8.85443,8.6951,0.580722,-0.016132,6290.93,180.44,4.43026E-4,316.905,341.903,0.0,1.0,0.0,0.0,5
2.16666,2.19385,2.29225,2.47876,2.7906,3.30714,4.21552,6.06599,11.4313,87.2549,56.8408,27.0294,18.1775,14.0139,11.6913,10.2974,9.4573,8.99665,8.83477,0.606112,-0.0161337,6351.01,182.178,4.32031E-4,325.768,350.766,0.0,1.0,0.0,0.0,5
2.04446,2.0701,2.16296,2.33894,2.63319,3.1206,3.97774,5.72383,10.7865,79.5194,58.489,27.4033,18.429,14.2078,11.853,10.4399,9.58813,9.1211,8.95698,0.628329,-0.0161346,6403.49,183.694,3.81624E-4,333.593,358.592,0.0,1.0,0.0,0.0,5
1.91358,1.93759,2.0245,2.18921,2.46463,2.92083,3.7231,5.3574,10.0959,71.55,60.5583,27.8556,18.6983,14.4154,12.0262,10.5924,9.72823,9.25438,9.08785,0.652122,-0.0161357,6455.78,185.204,4.73707E-4,341.483,366.481,0.0,1.0,0.0,0.0,5
1.78197,1.80433,1.88526,2.03865,2.29512,2.71994,3.46702,4.98891,9.40145,63.5222,63.0422,28.4322,18.9899,14.6245,12.2004,10.7458,9.86912,9.3884,9.21946,0.676048,-0.0161377,6507.89,186.71,4.96267E-4,349.437,374.435,0.0,1.0,0.0,0.0,5
1.63156,1.65203,1.72613,1.86657,2.10139,2.49046,3.17362,4.56161,8.53687,54.2961,66.4537,29.2474,19.4168,14.9085,12.4161,10.9268,10.0315,9.54173,9.36987,0.703391,-0.0161392,6567.99,188.425,4.89594E-4,358.607,383.605,0.0,1.0,0.0,0.0,5
1.46408,1.48145,1.54663,1.67065,1.87842,2.22229,2.82489,4.04211,7.47877,45.0148,70.5673,30.2399,19.9512,15.2718,12.6944,11.1562,10.2306,9.72131,9.53821,0.733842,-0.0204832,6630.63,190.14,4.22599E-4,367.842,392.84,0.0,1.0,0.0,0.0,5
1.27917,1.29309,1.34875,1.45581,1.63501,1.93164,2.44995,3.49225,6.39953,36.8531,74.8405,31.2618,20.5096,15.6567,12.9921,11.4039,10.4474,9.91895,9.72437,0.767512,-0.0249345,6681.49,191.651,2.48884E-4,375.988,400.986,0.0,1.0,0.0,0.0,5
1.02209,1.03247,1.07593,1.16016,1.30127,1.53491,1.94196,2.75656,4.99884,27.4685,80.5859,32.6152,21.2559,16.1758,13.3966,11.7424,10.7452,10.1919,9.98279,0.814231,-0.029988,6744.29,193.382,2.21776E-4,385.375,410.373,0.0,1.0,0.0,-0.30000001192092896,5
0.882202,0.901978,0.952026,1.0415,1.18958,1.43738,1.88768,2.87437,6.40285,200.0,50.9839,27.2407,19.1268,15.1178,12.8295,11.4489,10.6311,10.2139,10.1259,0.839711,0.0380715,6812.36,194.308,6.61667,393.65,418.648,0.0,1.0,0.0,0.0,5
1.07336,1.09949,1.16333,1.27612,1.46204,1.77495,2.34799,3.62809,8.48499,200.0,46.9814,25.9271,18.4084,14.6378,12.4713,11.1634,10.3918,10.0059,9.94055,0.805109,0.0500366,6825.77,195.748,2.52491,401.972,426.97,0.0,1.0,0.0,0.0,5
1.41418,1.44666,1.52808,1.67308,1.91254,2.31377,3.045,4.65373,10.4635,200.0,47.1679,25.5408,18.0069,14.2624,12.1197,10.8263,10.0608,9.67269,9.59546,0.743097,0.0417108,6874.76,197.279,0.180888,410.354,435.352,0.0,1.0,0.0,0.0,5
1.74243,1.78088,1.87927,2.0553,2.34619,2.83289,3.71631,5.64349,12.4044,200.0,46.5798,24.9579,17.5245,13.8481,11.7489,10.4827,9.73169,9.34778,9.26501,0.683416,0.0367986,6926.42,198.799,-0.00692016,418.803,443.801,0.0,1.0,0.0,0.0,5
2.07996,2.1239,2.23926,2.44629,2.78857,3.36069,4.39501,6.63391,14.2773,195.384,45.6377,24.3332,17.015,13.4144,11.3633,10.1266,9.39186,9.01306,8.92566,0.622026,0.0318912,6985.52,200.53,-0.00102139,428.541,453.539,0.0,1.0,0.0,0.0,5
2.3335,2.38135,2.5083,2.73788,3.11724,3.75058,4.89247,7.34575,15.5404,186.854,44.7186,23.891,16.6441,13.095,11.0771,9.86112,9.1373,8.7621,8.67053,0.575861,0.0275993,5950.24,201.463,-0.0052335,437.131,462.13,0.0,1.0,0.0,0.0,6
2.55103,2.60117,2.73814,2.98543,3.39545,4.07874,5.30683,7.92856,16.5105,178.298,43.6807,23.4989,16.3365,12.8261,10.8352,9.63532,8.92044,8.54731,8.4519,0.536266,0.0233804,5975.55,201.061,-0.00144112,445.717,470.715,0.0,1.0,0.0,0.0,6
2.73169,2.7832,2.92737,3.18896,3.62268,4.34509,5.63936,8.38668,17.452,169.692,42.5351,23.0456,16.063,12.6086,10.6384,9.45092,8.74194,8.36987,8.27051,0.503418,0.0192236,6004.9,202.096,1.54296E-4,454.327,479.325,0.0,1.0,0.0,0.0,6
2.88354,2.93628,3.08691,3.36108,3.81677,4.57713,5.94217,8.8586,18.6633,161.001,41.2583,22.5066,15.7321,12.3681,10.4463,9.28372,8.5874,8.21973,8.11792,0.475808,0.0160225,6035.7,203.119,-2.5534E-6,462.985,487.983,0.0,1.0,0.0,0.0,6
3.0376,3.09521,3.25562,3.54785,4.03232,4.84116,6.29644,9.42248,20.1087,152.285,39.8823,21.9026,15.3527,12.0895,10.2221,9.09157,8.41502,8.05957,7.96436,0.447798,0.0192519,6066.72,204.135,-6.53417E-5,471.703,496.701,0.0,1.0,0.0,0.0,6
3.21826,3.28101,3.45337,3.76579,4.28412,5.14938,6.7117,10.0813,21.8094,143.548,38.4177,21.236,14.9277,11.7726,9.96451,8.86981,8.21535,7.87319,7.78442,0.414995,0.0224964,6096.43,205.148,3.29505E-5,480.462,505.46,0.0,1.0,0.0,0.0,6
3.46582,3.53564,3.72412,4.06445,4.62838,5.57119,7.27702,10.9838,24.1621,133.47,36.6008,20.3778,14.3684,11.3512,9.62001,8.57058,7.94458,7.6189,7.53784,0.370073,0.0262236,6130.48,206.3,3.12374E-5,490.526,515.524,0.0,1.0,0.0,0.0,6
3.71313,3.79053,3.99487,4.3629,4.97283,5.99354,7.84472,11.8892,26.5657,124.617,34.9092,19.5552,13.8261,10.9402,9.28119,8.27561,7.67599,7.36548,7.2915,0.325151,0.0295007,6160.15,207.303,6.70526E-5,499.375,524.373,0.0,1.0,0.0,0.0,6
4.03003,4.11646,4.3418,4.74609,5.41534,6.53652,8.57535,13.0605,29.7474,114.477,32.8717,18.5416,13.1486,10.4222,8.85217,7.90064,7.33374,7.04224,6.97607,0.267667,0.0332651,6193.9,208.445,7.16322E-5,509.539,534.537,0.0,1.0,0.0,0.0,6
4.34448,4.44019,4.68628,5.12637,5.85468,7.0764,9.30318,14.2317,33.009,105.522,30.9686,17.5716,12.493,9.91763,8.43214,7.53203,6.99634,6.72217,6.66284,0.210627,0.0365753,6223.29,209.439,-3.32477E-5,518.477,543.475,0.0,1.0,0.0,0.0,6
4.6897,4.7959,5.06488,5.54471,6.33824,7.67088,10.1076,15.5333,36.647,96.5328,28.9785,16.5363,11.7871,9.37147,7.97598,7.13011,6.62786,6.37158,6.31934,0.148038,0.0399006,6252.55,210.428,-7.2602E-5,527.454,552.452,0.0,1.0,0.0,0.0,6
5.11938,5.23877,5.53687,6.06713,6.94342,8.41635,11.1174,17.1783,40.8405,86.2348,26.6543,15.2804,10.9234,8.69935,7.41315,6.63282,6.17041,5.93604,5.89111,0.0700906,0.0437187,6285.83,211.554,-6.91676E-5,537.763,562.761,0.0,1.0,0.0,0.0,6
5.53345,5.66602,5.99254,6.57124,7.52743,9.13681,12.0964,18.738,45.3675,77.1503,24.5951,14.108,10.1056,8.06082,6.87571,6.15702,5.73136,5.51733,5.47876,-0.00497159,0.0470754,6314.7,212.533,3.05333E-5,546.826,571.824,0.0,1.0,0.0,0.0,6
