Track0,Track4,Track8,Track9,Track10,Track14,Track18,TrackPosition,AngleToTrackAxis,RPM,Speed,SpeedY,Accelerate,Brake,Steering,Gear
5.50145,7.1809,31.6599,193.134,31.6866,7.17857,5.49855,-2.63821E-4,-1.20815E-4,1883.5,15.3746,2.10524E-4,1.0,0.0,0.0,1
5.50199,7.18157,31.6618,193.025,31.6847,7.17791,5.49801,-3.62049E-4,-1.2749E-4,1925.26,15.7945,1.03603E-4,1.0,0.0,0.0,1
5.50143,7.18096,31.6621,193.007,31.6844,7.17852,5.49857,-2.60006E-4,-1.0794E-4,1973.93,16.2361,-3.83784E-4,1.0,0.0,0.0,1
5.50098,7.18033,31.6584,192.88,31.6881,7.17915,5.49902,-1.78424E-4,-1.14139E-4,2014.86,16.6877,1.16009E-4,1.0,0.0,0.0,1
5.50065,7.17992,31.6572,192.796,31.6894,7.17956,5.49935,-1.17302E-4,-1.10324E-4,2060.13,17.1204,3.82905E-4,1.0,0.0,0.0,1
5.50042,7.17955,31.6534,192.641,31.6931,7.17993,5.49958,-7.70742E-5,-1.24153E-4,2115.86,17.5312,-1.70883E-4,1.0,0.0,0.0,1
5.50031,7.17944,31.6539,192.565,31.6926,7.18004,5.49969,-5.6787E-5,-1.17477E-4,2165.39,17.9381,7.14762E-5,1.0,0.0,0.0,1
5.50032,7.17937,31.6515,192.409,31.695,7.18011,5.49968,-5.90411E-5,-1.31305E-4,2222.32,18.3545,-1.46042E-4,1.0,0.0,0.0,1
5.50046,7.17961,31.6543,192.354,31.6923,7.17987,5.49954,-8.27963E-5,-1.20338E-4,2277.81,18.7996,1.07617E-4,1.0,0.0,0.0,1
5.50071,7.17994,31.6554,192.25,31.691,7.17954,5.49929,-1.29613E-4,-1.21768E-4,2328.45,19.2741,9.64506E-5,1.0,0.0,0.0,1
5.5011,7.18049,31.6593,192.185,31.6872,7.17899,5.4989,-1.99145E-4,-1.12708E-4,2387.35,19.7702,-2.21102E-4,1.0,0.0,0.0,1
5.5016,7.18114,31.6618,192.071,31.6847,7.17834,5.4984,-2.91651E-4,-1.15093E-4,2443.33,20.2805,1.69707E-4,1.0,0.0,0.0,1
5.50127,7.18072,31.6605,191.969,31.686,7.17876,5.49873,-2.30529E-4,-1.11755E-4,2504.57,20.7876,1.07659E-4,1.0,0.0,0.0,1
5.50089,7.18019,31.6569,191.814,31.6896,7.17929,5.49911,-1.62558E-4,-1.19384E-4,2572.03,21.2918,7.39902E-5,1.0,0.0,0.0,1
5.50059,7.1798,31.6555,191.692,31.6911,7.17968,5.49941,-1.07072E-4,-1.17954E-4,2637.87,21.7969,1.06E-4,1.0,0.0,0.0,1
5.50043,7.17955,31.6534,191.538,31.6931,7.17993,5.49957,-7.7421E-5,-1.24153E-4,2709.64,22.3094,6.58357E-5,1.0,0.0,0.0,1
5.50041,7.17953,31.6536,191.42,31.6929,7.17995,5.49959,-7.40398E-5,-1.22245E-4,2780.76,22.8424,-1.96583E-5,1.0,0.0,0.0,1
5.50054,7.17971,31.6544,191.296,31.6921,7.17977,5.49946,-9.80551E-5,-1.22245E-4,2853.87,23.399,-1.7169E-5,1.0,0.0,0.0,1
5.50082,7.18009,31.6564,191.179,31.69,7.17939,5.49918,-1.49033E-4,-1.19861E-4,2931.03,23.9795,-1.48763E-4,1.0,0.0,0.0,1
5.50126,7.18067,31.6592,191.064,31.6872,7.17881,5.49874,-2.28969E-4,-1.17954E-4,3009.42,24.5821,1.61275E-5,1.0,0.0,0.0,1
5.50125,7.18067,31.6596,190.929,31.6869,7.17881,5.49875,-2.27148E-4,-1.16046E-4,3093.34,25.1996,-1.10443E-4,1.0,0.0,0.0,1
5.5008,7.18007,31.6567,190.774,31.6898,7.17941,5.4992,-1.45045E-4,-1.17477E-4,3179.88,25.8278,6.36253E-5,1.0,0.0,0.0,1
5.50051,7.17971,31.6554,190.627,31.6911,7.17977,5.49949,-9.36335E-5,-1.16046E-4,3267.21,26.4631,2.63829E-5,1.0,0.0,0.0,1
5.5004,7.17954,31.6541,190.466,31.6924,7.17993,5.4996,-7.2826E-5,-1.19384E-4,3358.75,27.1058,9.76803E-5,1.0,0.0,0.0,1
5.50046,7.17963,31.6546,190.321,31.6919,7.17985,5.49954,-8.37499E-5,-1.1843E-4,3453.65,27.7595,3.87581E-5,1.0,0.0,0.0,1
5.5007,7.17993,31.6557,190.16,31.6908,7.17955,5.4993,-1.27446E-4,-1.20338E-4,3553.74,28.4271,8.20368E-5,1.0,0.0,0.0,1
5.50113,7.18049,31.6583,190.012,31.6882,7.17899,5.49887,-2.0504E-4,-1.19384E-4,3659.11,29.1113,-4.0853E-6,1.0,0.0,0.0,1
5.50101,7.18033,31.6575,189.847,31.689,7.17915,5.49899,-1.82932E-4,-1.19861E-4,3771.57,29.8122,4.61897E-5,1.0,0.0,0.0,1
5.50059,7.17979,31.6553,189.672,31.6912,7.17969,5.49941,-1.07592E-4,-1.18907E-4,3892.87,30.5298,-2.13877E-5,1.0,0.0,0.0,1
5.50037,7.17951,31.6539,189.492,31.6926,7.17997,5.49963,-6.77976E-5,-1.19861E-4,4025.96,31.2636,2.73537E-5,1.0,0.0,0.0,1
5.50035,7.17948,31.6539,189.324,31.6926,7.18,5.49965,-6.38962E-5,-1.18907E-4,4175.71,32.014,-1.8561E-5,1.0,0.0,0.0,1
5.50053,7.17972,31.6549,189.143,31.6916,7.17976,5.49947,-9.71881E-5,-1.19384E-4,4341.95,32.7815,1.76361E-5,1.0,0.0,0.0,1
5.50092,7.18023,31.6572,188.969,31.6893,7.17925,5.49908,-1.68107E-4,-1.18907E-4,4524.8,33.565,-1.24452E-5,1.0,0.0,0.0,1
5.5008,7.18006,31.6565,188.78,31.69,7.17942,5.4992,-1.44612E-4,-1.18907E-4,4766.88,34.3652,1.55274E-5,1.0,0.0,0.0,1
5.5004,7.17954,31.6542,188.577,31.6923,7.17994,5.4996,-7.23059E-5,-1.18907E-4,5025.42,35.1819,5.99756E-6,1.0,0.0,0.0,2
5.50022,7.17931,31.6532,188.379,31.6933,7.18017,5.49978,-4.03144E-5,-1.18907E-4,5351.45,36.013,2.90833E-6,1.0,0.0,0.0,2
5.50027,7.17937,31.6535,188.176,31.6931,7.1801,5.49973,-4.91576E-5,-1.18907E-4,5740.34,36.8581,2.11485E-6,1.0,0.0,0.0,2
5.5005,7.17968,31.6542,187.974,31.6915,7.1798,5.4995,-9.10325E-5,-1.18907E-4,6203.03,37.7168,1.65225E-6,1.0,0.0,0.0,2
5.50099,7.18017,31.6539,187.669,31.6933,7.17931,5.49901,-1.80505E-4,-1.4418E-4,3837.01,38.2364,-3.70859E-4,1.0,0.0,0.0,2
5.50153,7.18075,31.6531,187.403,31.6949,7.17873,5.49847,-2.77433E-4,-1.62776E-4,3840.19,38.2522,-3.74364E-4,1.0,0.0,0.0,2
5.50259,7.18212,31.6561,186.989,31.6896,7.17736,5.49741,-4.71375E-4,-1.67068E-4,3846.46,38.248,-1.47514E-4,1.0,0.0,0.0,2
5.50313,7.18281,31.6608,186.785,31.6868,7.17667,5.49687,-5.6839E-4,-1.67545E-4,3849.55,38.2432,-7.56909E-5,1.0,0.0,0.0,2
5.50366,7.18351,31.6625,186.583,31.6823,7.17597,5.49634,-6.65318E-4,-1.67545E-4,3852.62,38.2385,-3.69048E-5,1.0,0.0,0.0,2
5.50419,7.1842,31.6664,186.38,31.6807,7.17527,5.49581,-7.62333E-4,-1.67545E-4,3855.65,38.2338,-1.78892E-5,1.0,0.0,0.0,2
5.50473,7.1849,31.6679,186.178,31.6793,7.17458,5.49527,-8.59261E-4,-1.67545E-4,2775.52,38.2323,-8.74358E-6,1.0,0.0,0.0,2
5.5048,7.18501,31.668,185.979,31.678,7.17447,5.4952,-8.73479E-4,-1.65637E-4,2893.22,38.5572,8.11977E-6,1.0,0.0,0.0,2
5.50425,7.18428,31.6638,185.751,31.6827,7.17519,5.49575,-7.72996E-4,-1.66591E-4,2914.91,38.9243,5.03126E-5,1.0,0.0,0.0,2
5.5038,7.18371,31.6622,185.53,31.685,7.17577,5.4962,-6,902E-01,-1.63253E-4,2940.07,39.293,6.77077E-5,1.0,0.0,0.0,2
5.50341,7.1832,31.6568,185.282,31.6901,7.17628,5.49659,-6.20235E-4,-1.64207E-4,2969.25,39.7016,-3.33913E-5,1.0,0.0,0.0,2
5.50314,7.18284,31.6531,185.028,31.6943,7.17664,5.49686,-5.71684E-4,-1.66591E-4,2999.84,40.1137,-1.14398E-5,1.0,0.0,0.0,2
5.503,7.18265,31.6504,184.779,31.696,7.17683,5.497,-5.44721E-4,-1.6516E-4,3031.54,40.5294,6.37988E-5,1.0,0.0,0.0,2
5.50298,7.18264,31.6502,184.539,31.6969,7.17684,5.49702,-5.41427E-4,-1.63253E-4,3064.17,40.9492,2.71003E-5,1.0,0.0,0.0,2
5.50308,7.18277,31.6492,184.286,31.6972,7.17671,5.49692,-5.60067E-4,-1.64207E-4,3097.5,41.3731,-5.57446E-5,1.0,0.0,0.0,2
5.50331,7.18306,31.6481,184.033,31.6978,7.17642,5.49669,-6.01855E-4,-1.66114E-4,3131.36,41.8013,-2.1985E-5,1.0,0.0,0.0,2
5.50374,7.18362,31.6504,183.788,31.6972,7.17586,5.49626,-6.79536E-4,-1.6516E-4,3165.39,42.2338,5.69997E-5,1.0,0.0,0.0,2
5.50422,7.18427,31.6518,183.542,31.6953,7.17521,5.49578,-7.67621E-4,-1.63253E-4,3199.58,42.6699,2.22561E-5,1.0,0.0,0.0,2
5.50435,7.18442,31.6491,183.283,31.6973,7.17505,5.49565,-7.90596E-4,-1.64207E-4,3233.88,43.1096,-5.59924E-5,1.0,0.0,0.0,2
5.50375,7.18364,31.6454,182.999,31.703,7.17584,5.49625,-6.82051E-4,-1.66114E-4,3268.3,43.5528,-2.11332E-5,1.0,0.0,0.0,2
5.50329,7.18303,31.6389,182.728,31.7081,7.17644,5.49671,-5.97694E-4,-1.6516E-4,3302.87,43.9995,5.56605E-5,1.0,0.0,0.0,2
5.50296,7.18261,31.6366,182.456,31.7106,7.17686,5.49704,-5.37612E-4,-1.6373E-4,3337.71,44.4497,2.10619E-5,1.0,0.0,0.0,2
5.50276,7.18235,31.633,182.177,31.7145,7.17713,5.49724,-5.01112E-4,-1.64207E-4,3372.8,44.9035,-5.47296E-5,1.0,0.0,0.0,2
5.50269,7.18226,31.6282,181.897,31.72,7.17722,5.49731,-4.89842E-4,-1.66114E-4,3408.17,45.3608,-2.12176E-5,1.0,0.0,0.0,2
5.50277,7.18236,31.6261,181.62,31.7198,7.17712,5.49723,-5.0328E-4,-1.6516E-4,3443.83,45.8217,5.42467E-5,1.0,0.0,0.0,2
5.50298,7.18264,31.625,181.351,31.7218,7.17684,5.49702,-5.41514E-4,-1.6373E-4,3479.78,46.2863,2.12868E-5,1.0,0.0,0.0,2
5.50333,7.18309,31.6241,181.07,31.7229,7.17639,5.49667,-6.04976E-4,-1.64684E-4,3516.05,46.7544,-5.34923E-5,1.0,0.0,0.0,2
5.50381,7.18372,31.622,180.79,31.7245,7.17576,5.49619,-6.93148E-4,-1.66114E-4,3552.69,47.2262,-2.12637E-5,1.0,0.0,0.0,2
5.50371,7.18358,31.6179,180.502,31.7282,7.1759,5.49629,-6.74161E-4,-1.6516E-4,3589.65,47.7017,5.24778E-5,1.0,0.0,0.0,2
5.50313,7.18284,31.6124,180.202,31.7361,7.17664,5.49687,-5.69604E-4,-1.6373E-4,3626.95,48.1809,2.08827E-5,1.0,0.0,0.0,2
5.50236,7.18182,31.5994,179.587,31.7498,7.17766,5.49764,-4.28893E-4,-1.66114E-4,3702.55,49.1506,-2.1633E-5,1.0,0.0,0.0,2
5.50221,7.18163,31.5941,179.287,31.7549,7.17785,5.49779,-4.02277E-4,-1.6516E-4,3740.9,49.6412,5.13075E-5,1.0,0.0,0.0,2
