Track5,Track7,Track9,Track11,Track13,TrackPosition,AngleToTrackAxis,RPM,Speed,SpeedY,Accelerate,Brake,Steering,Gear
8.29698,15.0567,169.685,17.2676,8.83508,0.00608132,-0.0201629,6994.97,235.605,-2.92624E-5,1.0,0.0,0.0,6
8.04413,14.5516,162.514,17.8764,9.10612,0.0337802,-0.0225649,7011.68,236.184,8.66196E-5,1.0,0.0,0.0,6
7.7585,13.9899,155.211,18.5633,9.41373,0.0655185,-0.024972,7028.52,236.761,3.97382E-5,1.0,0.0,-0.30000001192092896,6
7.59466,13.9333,200.0,18.4566,9.55512,0.0978338,-0.0129124,7045.94,237.165,0.723052,1.0,0.0,0.0,6
8.56471,18.4516,80.8958,14.5878,8.59508,0.0938832,0.0782203,7073.03,236.651,12.7469,1.0,0.0,0.0,6
9.39321,21.3309,58.4283,13.1771,7.96768,0.0356445,0.099255,7049.8,236.953,8.60778,1.0,0.0,0.0,6
10.1856,22.5613,59.3055,12.2058,7.29324,-0.0625496,0.0870491,7053.07,237.585,1.41156,1.0,0.0,0.0,6
11.1799,24.5683,54.5498,10.8611,6.46383,-0.172051,0.0835754,7069.59,238.156,0.018343,1.0,0.0,0.30000001192092896,6
11.9579,25.4375,57.7295,9.76167,5.7076,-0.279989,0.0686508,7086.93,238.551,-0.783426,1.0,0.0,0.0,6
11.2063,20.292,200.0,11.2572,5.74886,-0.348421,-0.0250824,7113.57,238.016,-12.8911,1.0,0.0,0.0,6
11.0064,19.3097,149.701,11.9045,5.82778,-0.358965,-0.0483906,7089.75,238.309,-8.67182,1.0,0.0,0.0,6
10.8678,19.3398,168.586,12.0949,6.04053,-0.326222,-0.0376642,7092.8,238.934,-1.398,1.0,0.0,0.0,6
10.5413,18.847,169.735,12.7614,6.41328,-0.28147,-0.0342126,7109.14,239.499,-0.0154511,1.0,0.0,0.0,6
10.1694,18.1915,163.291,13.5579,6.81818,-0.235737,-0.033834,7127.19,240.058,0.0378127,1.0,0.0,0.0,6
9.79335,17.5179,155.829,14.3693,7.22575,-0.190087,-0.0338692,7143.15,240.62,0.00651719,1.0,0.0,0.0,6
9.41818,16.8464,148.407,15.1786,7.63247,-0.144518,-0.0338869,7158.82,241.18,-3.78198E-4,1.0,0.0,0.0,6
8.96906,16.043,139.544,16.147,8.11941,-0.0899421,-0.0338884,7177.9,241.847,-2.08908E-4,1.0,0.0,0.0,6
8.59555,15.375,132.164,16.9523,8.52437,-0.0445512,-0.0338872,7193.59,242.398,-5.24263E-5,1.0,0.0,0.0,6
8.22268,14.708,124.779,17.7562,8.92864,7.61292E-4,-0.0338871,7209.0,242.942,-9.86619E-5,1.0,0.0,0.0,6
7.84899,14.0396,117.376,18.562,9.33379,0.0461717,-0.0338876,7224.08,243.478,4.75254E-5,1.0,0.0,0.0,6
7.46735,13.3569,109.887,19.3848,9.74757,0.0925505,-0.0338876,7238.79,244.005,3.1381E-4,1.0,0.0,0.0,6
7.08636,12.6755,102.398,20.2063,10.1606,0.138849,-0.0338874,7253.09,244.521,4.3945E-4,1.0,0.0,-0.30000001192092896,6
6.74116,12.1254,100.875,20.759,10.5136,0.184488,-0.0298468,7262.79,244.957,-0.390906,1.0,0.0,0.0,6
7.47769,15.7405,166.92,16.3754,9.51532,0.194019,0.0635806,7282.78,244.413,11.4942,1.0,0.0,0.0,6
8.18002,17.9797,97.7255,14.985,8.91915,0.142557,0.0836698,7264.19,244.661,6.52915,1.0,0.0,0.0,6
8.93812,19.2006,112.786,14.06,8.28191,0.0516572,0.0750322,7272.25,245.144,0.786537,1.0,0.0,0.0,6
9.82915,20.7822,111.653,12.852,7.52135,-0.0472856,0.0729064,7286.46,245.583,-0.029371,1.0,0.0,0.0,6
10.6768,22.3,104.608,11.6475,6.77717,-0.145375,0.0699496,7298.2,246.014,-0.0280203,1.0,0.0,0.30000001192092896,6
10.5457,19.8023,200.0,12.3232,6.58724,-0.223766,0.00869685,7315.36,245.815,-6.13497,1.0,0.0,0.0,6
9.69031,16.2822,72.9589,15.9123,7.2429,-0.23473,-0.0759808,7314.49,245.125,-14.1067,1.0,0.0,0.0,6
9.20253,15.3922,68.9493,17.4119,7.83326,-0.177557,-0.0802455,7288.92,245.539,-4.80542,1.0,0.0,0.0,6
8.48733,14.2588,68.6142,19.2281,8.70368,-0.0821422,-0.0768359,7298.32,245.962,-0.347696,1.0,0.0,-0.30000001192092896,6
7.93716,13.536,77.0975,19.9825,9.33373,5.54865E-4,-0.0648234,7309.68,246.1,0.920006,1.0,0.0,0.0,6
8.03058,15.5164,189.521,16.5991,9.06374,0.0808549,0.0175412,7322.36,245.629,11.3084,1.0,0.0,0.0,6
7.87373,15.1723,179.815,16.9188,9.21639,0.0969789,0.0155699,7305.02,246.047,3.64035,1.0,0.0,0.0,6
7.87845,15.0192,166.951,17.0926,9.22081,0.0891553,0.00900045,7314.5,246.46,0.288175,1.0,0.0,0.0,6
7.96498,15.1571,158.561,16.9665,9.13749,0.0779113,0.00789024,7326.05,246.858,-0.0466178,1.0,0.0,0.0,6
8.0615,15.3401,151.004,16.7913,9.04279,0.0667086,0.00786492,7337.38,247.253,-0.0158368,1.0,0.0,0.0,6
8.15861,15.5257,143.474,16.6135,8.94746,0.0555027,0.00789674,7348.71,247.645,-0.00131697,1.0,0.0,0.0,6
8.25512,15.7095,135.913,16.4375,8.85275,0.0443376,0.00790303,7360.12,248.034,-3.22235E-4,1.0,0.0,0.0,6
8.3516,15.8932,128.336,16.2617,8.75807,0.0331691,0.00790386,7371.42,248.42,-5.44281E-4,1.0,0.0,0.0,6
8.44792,16.0765,120.746,16.0861,8.66355,0.02202,0.00790543,7382.42,248.801,-4.92398E-4,1.0,0.0,0.0,6
8.5439,16.2592,113.143,15.9112,8.56935,0.010911,0.00790753,7393.24,249.179,-5.50789E-4,1.0,0.0,0.0,6
8.63992,16.442,105.529,15.7362,8.47514,-2.02439E-4,0.00790858,7403.96,249.551,-7.97457E-4,1.0,0.0,0.0,6
8.73571,16.6242,97.9004,15.5617,8.38113,-0.0112925,0.00790807,7416.95,249.919,-0.00409681,1.0,0.0,0.0,6
8.83144,16.8067,90.2638,15.3871,8.28719,-0.0223646,0.00791677,7427.31,250.289,-0.0156689,1.0,0.0,0.0,6
8.92723,16.9901,82.6287,15.2116,8.19324,-0.0333973,0.00796104,7437.46,250.657,-0.0323601,1.0,0.0,0.0,6
9.02357,17.156,74.9947,15.0343,8.09883,-0.0444338,0.00805256,7447.77,251.021,-0.0502867,1.0,0.0,-0.30000001192092896,6
9.32179,17.6476,72.476,14.4574,7.83648,-0.0585181,0.0237196,7458.09,251.199,0.878752,1.0,0.0,0.0,6
10.9366,23.0773,100.953,11.1917,6.72753,-0.115395,0.118643,7484.18,250.207,14.125,1.0,0.0,0.0,6
12.0768,25.8624,108.424,9.66796,5.9131,-0.213096,0.130042,7456.58,250.015,12.8331,1.0,0.0,0.0,6
12.4328,25.1906,97.4733,9.07456,5.37446,-0.304865,0.0997253,7436.83,250.414,4.29313,1.0,0.0,0.0,6
12.8896,24.4493,84.4726,8.15546,4.60999,-0.427157,0.0598381,7443.24,250.892,-0.0754722,1.0,0.0,0.0,6
13.0783,23.7115,76.6914,7.64713,4.18304,-0.494057,0.0346479,7451.73,251.261,-0.195416,1.0,0.0,0.0,6
12.9304,22.5191,69.1435,7.67343,4.02144,-0.526606,0.0109061,7460.09,251.614,-0.149789,1.0,0.0,0.0,6
12.4221,20.9416,61.5691,8.62822,4.23444,-0.522281,-0.0211057,7465.95,251.943,-0.138389,1.0,0.0,0.0,6
11.6093,19.0502,53.9811,10.8295,4.92018,-0.469349,-0.0548036,7483.48,252.248,-0.137592,1.0,0.0,-0.30000001192092896,6
10.5789,17.022,47.1106,14.4897,6.05975,-0.372018,-0.0820527,7491.29,252.5,-0.444716,1.0,0.0,-0.30000001192092896,6
10.4074,17.9489,61.1607,13.4145,6.52084,-0.265475,-0.0208402,7518.52,251.698,11.4016,1.0,0.0,0.0,6
10.3682,19.1535,79.4979,12.7038,6.78068,-0.187633,0.0297547,7510.16,250.484,18.5507,1.0,0.0,0.0,6
9.79415,17.8219,73.4535,14.0418,7.30218,-0.140808,0.0143661,7459.37,250.689,9.83631,1.0,0.0,0.0,6
9.1285,15.9076,59.9407,16.4162,7.93996,-0.108376,-0.0232725,7448.52,251.111,1.10469,1.0,0.0,0.0,6
8.47638,14.3951,51.253,19.0593,8.69163,-0.0563188,-0.0485457,7457.16,251.435,-0.198224,1.0,0.0,-0.30000001192092896,6
7.69952,12.8772,44.5501,22.2417,9.6675,0.0245417,-0.0655837,7466.86,251.693,-0.484342,1.0,0.0,-0.30000001192092896,6
7.67143,14.0322,62.5759,18.54,9.46653,0.101046,0.00503853,7495.38,250.896,11.3797,1.0,0.0,0.0,6
8.01195,16.2756,84.3841,15.9406,9.05817,0.136025,0.0708586,7489.76,249.3,19.6063,1.0,0.0,0.0,6
8.20322,16.8606,84.7392,15.4773,8.89244,0.125699,0.0792902,7436.56,249.183,14.2504,1.0,0.0,0.0,6
8.2437,15.8529,70.4655,16.3092,8.85563,0.0810436,0.0470797,7407.47,249.676,2.75645,1.0,0.0,0.0,6
8.27674,15.1783,60.4726,17.1843,8.83909,0.0408547,0.0173986,7415.72,250.026,-0.168102,1.0,0.0,0.0,6
8.10174,14.3625,52.8002,18.5633,9.05302,0.0329257,-0.00787717,7423.29,250.356,-0.212116,1.0,0.0,-0.30000001192092896,6
7.81055,13.6897,49.0799,19.7791,9.39179,0.0579002,-0.0172302,7433.72,250.489,0.819255,1.0,0.0,-0.30000001192092896,6
8.47723,16.6334,71.1594,15.565,8.64331,0.0753729,0.0668141,7464.45,249.172,15.6964,1.0,0.0,0.0,6
8.77224,17.4753,74.5988,14.851,8.39106,0.057423,0.0788296,7429.02,248.89,14.0086,1.0,0.0,0.0,6
8.68505,16.2837,62.6224,15.8626,8.43475,0.0190541,0.0407178,7398.77,249.331,3.40104,1.0,0.0,0.0,6
8.52102,15.2018,52.9447,17.3461,8.59764,-0.00518244,0.00476748,7404.35,249.673,0.00345894,1.0,0.0,0.0,6
8.12137,13.9685,45.2268,19.8137,9.07528,0.00866977,-0.0257799,7414.29,249.988,-0.19378,1.0,0.0,-0.30000001192092896,6
7.5648,12.8114,40.7141,22.6256,9.77023,0.0620672,-0.0407452,7423.86,250.113,0.797653,1.0,0.0,-0.30000001192092896,6
7.66748,14.0464,57.183,18.7149,9.45434,0.116483,0.0245034,7453.35,249.087,13.5299,1.0,0.0,0.0,6
7.84402,15.3003,77.6332,16.8604,9.21673,0.145624,0.069827,7436.58,247.489,19.9807,1.0,0.0,0.0,6
7.67021,14.7732,77.0099,17.3804,9.39407,0.150479,0.0572253,7381.74,247.454,13.5182,1.0,0.0,0.0,6
7.28616,13.3205,61.4266,19.4651,9.86522,0.146484,0.00590438,7356.54,247.938,2.36758,1.0,0.0,0.0,6
6.94876,12.2832,51.5801,21.564,10.332,0.161505,-0.0206938,7365.37,248.279,-0.163144,1.0,0.0,0.0,6
6.46205,11.1568,43.9905,24.2243,11.0012,0.203025,-0.0410215,7375.22,248.605,-0.201214,1.0,0.0,-0.30000001192092896,6
6.22229,11.2031,51.8011,22.6405,11.0513,0.259699,-0.00892287,7394.41,248.388,5.77802,1.0,0.0,-0.30000001192092896,6
6.57063,13.2438,82.6208,18.5632,10.3459,0.286671,0.0653272,7413.7,247.015,16.985,1.0,0.0,0.0,6
7.02137,15.0281,100.555,16.89,9.87097,0.271756,0.0988643,7377.23,246.177,18.1362,1.0,0.0,0.0,6
7.2519,14.7536,88.2554,17.2071,9.72335,0.22027,0.0733153,7328.12,246.623,6.76101,1.0,0.0,0.0,6
7.49302,14.3995,74.3431,17.7716,9.56824,0.158641,0.0405207,7327.98,247.031,0.393194,1.0,0.0,0.0,6
7.62632,14.2448,67.6417,18.1325,9.47701,0.124012,0.022426,7336.31,247.311,-0.190426,1.0,0.0,0.0,6
7.51146,13.4799,57.2194,19.5505,9.67023,0.107339,-0.00639582,7351.23,247.787,-0.134981,1.0,0.0,-0.30000001192092896,6
7.70857,14.4385,68.4333,17.8948,9.39137,0.117071,0.0249104,7370.55,247.579,5.7736,1.0,0.0,0.0,6
8.63997,18.139,113.193,14.5888,8.53501,0.0980391,0.0963918,7385.89,246.393,16.8591,1.0,0.0,0.0,6
9.2122,19.3891,132.237,13.7044,8.06928,0.0425138,0.10019,7342.87,246.385,11.838,1.0,0.0,0.0,6
9.51415,18.7966,105.981,13.693,7.71942,-0.0369096,0.066071,7324.56,246.848,2.10726,1.0,0.0,0.0,6
9.79964,18.54,93.4082,13.579,7.37812,-0.105263,0.039855,7333.47,247.204,-0.0616916,1.0,0.0,0.0,6
9.89064,18.1227,85.6985,13.7518,7.22046,-0.145868,0.0181237,7344.3,247.546,-0.134369,1.0,0.0,0.0,6
9.74183,17.3644,78.5091,14.466,7.31261,-0.156638,-0.00286674,7354.46,247.876,-0.0929485,1.0,0.0,0.0,6
9.40738,16.3819,71.8194,15.732,7.63295,-0.141457,-0.0224458,7363.54,248.178,-0.0803518,1.0,0.0,-0.30000001192092896,6
9.20111,16.1851,88.8186,16.003,7.86795,-0.106806,-0.0148666,7375.1,248.188,2.42538,1.0,0.0,0.0,6
9.87165,19.3495,187.316,13.1983,7.37411,-0.0865423,0.0592946,7394.66,247.244,14.8046,1.0,0.0,0.0,6
9.92528,19.8803,200.0,13.0187,7.31795,-0.0979059,0.0547913,7360.36,247.369,9.2912,1.0,0.0,0.0,6
9.9689,19.562,175.456,13.0795,7.23569,-0.128147,0.026305,7347.04,247.817,1.10671,1.0,0.0,0.0,6
10.2035,19.9469,164.954,12.7042,7.00629,-0.157883,0.024111,7355.84,248.11,0.00217326,1.0,0.0,0.0,6
10.4748,20.4743,157.973,12.2405,6.74976,-0.188793,0.0240282,7375.03,248.394,-0.0364664,1.0,0.0,0.0,6
10.8064,21.1395,150.385,11.6696,6.43924,-0.225698,0.0244993,7412.92,248.758,0.0545901,1.0,0.0,0.0,6
11.0701,21.6588,143.538,11.2183,6.19104,-0.255467,0.024591,7387.19,249.126,0.0269655,1.0,0.0,0.0,6
11.2833,22.0747,137.93,10.8541,5.9898,-0.279693,0.0245597,7394.85,249.385,0.00360832,1.0,0.0,0.0,6
11.6624,22.8135,128.193,10.2063,5.6322,-0.322705,0.0245485,7416.79,249.827,-0.00252939,1.0,0.0,0.0,6
11.9943,23.1267,119.889,9.63906,5.31923,-0.360336,0.0245551,7436.63,250.213,-0.00213389,1.0,0.0,0.0,6
12.2427,23.0117,112.979,9.19129,5.0549,-0.392119,0.0245614,7452.09,250.552,-0.00192489,1.0,0.0,0.0,6
12.2988,22.463,104.598,9.03647,4.82763,-0.427085,0.0175487,7451.53,250.997,-0.00128934,1.0,0.0,0.0,6
12.1031,21.5521,96.2054,9.39323,4.85417,-0.437744,-0.00294673,7450.51,251.428,-3.05426E-4,1.0,0.0,0.0,6
11.6801,20.3318,87.8294,10.3427,5.1507,-0.418146,-0.0229717,7471.27,251.819,0.00100803,1.0,0.0,0.0,6
11.1662,19.1057,80.8618,11.6701,5.61537,-0.379139,-0.039324,7484.67,252.149,0.00235135,1.0,0.0,0.0,6
10.5059,17.6928,73.8452,13.605,6.29924,-0.318737,-0.055361,7500.74,252.483,0.00321026,1.0,0.0,0.0,6
9.53403,15.777,65.3757,16.8942,7.42321,-0.218828,-0.0742153,7515.54,252.911,0.00305308,1.0,0.0,0.0,6
8.59084,14.0801,58.3366,20.0014,8.618,-0.114163,-0.0895962,7537.12,253.285,0.00298582,1.0,0.0,-0.30000001192092896,6
7.96907,14.0474,120.43,18.7222,9.2283,0.0199034,-0.0447755,7571.51,253.14,8.80442,1.0,0.0,0.0,6
7.4825,13.8579,200.0,18.4259,9.65612,0.115554,-0.00959873,7526.5,253.341,8.35387,1.0,0.0,0.0,6
7.0759,12.939,200.0,19.56,10.1058,0.155202,-0.0182364,7528.95,253.821,1.55105,1.0,0.0,0.0,6
6.80627,12.3813,200.0,20.2615,10.4045,0.184022,-0.0218542,7543.48,254.253,0.0289803,1.0,0.0,0.0,6
6.52324,11.8583,192.739,20.8642,10.7053,0.21753,-0.0223304,7558.49,254.767,-0.0418432,1.0,0.0,0.0,6
6.28549,11.4269,186.104,21.3505,10.9558,0.246089,-0.0222825,7570.9,255.193,-0.00682635,1.0,0.0,0.0,6
5.99155,10.8929,177.565,21.9536,11.2656,0.281362,-0.0222614,7585.79,255.7,6.11739E-4,1.0,0.0,-0.30000001192092896,6
5.85281,10.8422,200.0,21.6001,11.3224,0.308314,-0.00943983,7598.37,255.962,0.658101,1.0,0.0,0.0,6
6.62162,14.2213,97.4873,17.389,10.2227,0.295611,0.0731605,7612.09,255.603,11.2024,1.0,0.0,0.0,6
7.17078,15.4101,92.7556,16.5985,9.76129,0.237493,0.0734439,7598.14,256.024,4.20725,1.0,0.0,0.0,6
7.85304,16.6295,95.7958,15.7622,9.1916,0.156888,0.0664703,7608.1,256.46,0.441813,1.0,0.0,0.0,6
8.76841,18.5084,89.5774,14.4468,8.40856,0.0566218,0.0649215,7622.82,256.959,-0.0581759,1.0,0.0,0.0,6
9.54857,20.1544,82.4836,13.2994,7.74055,-0.0273405,0.0649024,7634.97,257.372,-0.0202247,1.0,0.0,0.0,6
10.489,22.1412,73.8621,11.9157,6.93555,-0.128458,0.0649433,7649.44,257.864,-3.8227E-4,1.0,0.0,0.0,6
11.4339,24.1361,65.2424,10.5258,6.12659,-0.23011,0.0649481,7663.78,258.353,3.61805E-4,1.0,0.0,0.30000001192092896,6
11.7377,23.4907,101.551,10.0729,5.6583,-0.309711,0.0373948,7679.15,258.462,-2.80619,1.0,0.0,0.0,6
11.1808,20.0619,145.267,11.36,5.73548,-0.355276,-0.0316136,7686.29,258.223,-10.5524,1.0,0.0,0.0,6
11.1899,20.2806,132.626,11.2867,5.77025,-0.345473,-0.0244434,7680.74,258.772,-2.15065,1.0,0.0,0.0,6
11.008,20.096,121.762,11.6205,5.99227,-0.315988,-0.0193825,7694.76,259.284,0.00953915,1.0,0.0,0.0,6
10.7515,19.6392,112.972,12.1373,6.26302,-0.28472,-0.0189747,7708.73,259.794,0.0453734,1.0,0.0,0.0,6
10.4925,19.1643,104.344,12.6632,6.53367,-0.253874,-0.019044,7722.96,260.306,0.00278662,1.0,0.0,0.0,6
10.2384,18.6997,95.6673,13.1788,6.79954,-0.223527,-0.0190582,7737.46,260.818,-0.0014056,1.0,0.0,0.0,6
10.0299,18.3189,88.4124,13.6017,7.01775,-0.198607,-0.0190569,7750.23,261.246,-5.73151E-4,1.0,0.0,0.0,6
9.82429,17.9435,81.1389,14.0187,7.23292,-0.174033,-0.0190549,7762.92,261.673,-5.66672E-4,1.0,0.0,0.0,6
9.62021,17.5707,73.85,14.4326,7.4465,-0.149642,-0.0190536,7775.57,262.101,-3.34922E-4,1.0,0.0,0.0,6
9.31524,17.0138,63.6637,15.0511,7.76564,-0.113195,-0.0190512,7792.17,262.699,-5.99635E-4,1.0,0.0,0.30000001192092896,6
8.90903,15.9757,57.4036,16.2246,8.18506,-0.0804434,-0.0320606,7807.7,263.05,-0.744693,1.0,0.0,0.30000001192092896,6
7.35323,11.5919,80.9026,24.6035,10.4777,0.00267818,-0.143854,7833.03,261.836,-16.4075,1.0,0.0,0.0,6
5.83391,8.77614,100.97,25.828,13.1752,0.173294,-0.195557,7793.47,261.328,-16.0314,1.0,0.0,0.0,6
4.33768,7.52461,76.8121,22.444,13.1224,0.41792,-0.171029,7772.45,262.029,-2.4649,1.0,0.0,0.0,6
4.14186,8.66358,64.763,19.9211,12.3851,0.522634,-0.0109854,7801.51,262.481,0.447278,1.0,0.0,0.30000001192092896,6
5.05452,12.7217,58.3399,17.7611,11.2693,0.476809,0.0738213,7801.62,262.918,0.601715,1.0,0.0,0.0,6
5.94866,11.9684,200.0,19.3967,10.9384,0.338709,0.0393355,7816.06,262.181,-14.1253,1.0,0.0,0.0,6
6.731,13.0341,200.0,18.838,10.306,0.230836,0.018515,7790.89,262.398,-7.23387,1.0,0.0,0.0,6
7.38125,14.6498,200.0,17.2914,9.65218,0.171498,0.0327715,7803.43,262.997,-0.272763,1.0,0.0,0.0,6
7.8745,15.6766,200.0,16.4327,9.19438,0.118062,0.0344822,7815.67,263.544,0.117711,1.0,0.0,0.0,6
8.28132,16.4836,200.0,15.7651,8.8197,0.0723848,0.0343862,7827.4,263.993,0.0241398,1.0,0.0,0.0,6
8.77219,17.4587,200.0,14.958,8.36742,0.0173226,0.0343238,7842.77,264.519,4.52902E-4,1.0,0.0,0.0,6
9.18083,18.2145,200.0,14.293,7.9909,-0.0284625,0.0343174,7854.42,264.948,3.35537E-4,1.0,0.0,0.0,6
9.65398,18.9333,200.0,13.5913,7.54381,-0.0839044,0.0343157,7863.72,265.45,8.97514E-4,1.0,0.0,0.0,6
9.97119,19.3623,200.0,13.1212,7.22888,-0.127308,0.0300045,7888.21,265.842,9.91674E-4,1.0,0.0,0.0,6
10.2254,19.6653,200.0,12.7435,6.96631,-0.16424,0.0244644,7898.8,266.252,6.55771E-4,1.0,0.0,0.0,6
10.4817,19.8566,200.0,12.3813,6.67926,-0.20692,0.0154455,7915.61,266.91,5.19647E-4,1.0,0.0,0.0,6
10.5666,19.7987,200.0,12.294,6.56272,-0.226984,0.00855851,7928.45,267.4,3.5748E-4,1.0,0.0,0.0,6
10.5431,19.5449,200.0,12.4143,6.55264,-0.234575,0.00155973,7941.74,267.881,1.85198E-4,1.0,0.0,0.0,6
10.4561,19.2159,200.0,12.6539,6.61394,-0.232955,-0.00435972,7951.94,268.274,1.56562E-4,1.0,0.0,0.0,6
10.2988,18.7655,200.0,13.0493,6.75012,-0.222923,-0.0103604,7961.72,268.657,-3.38734E-4,1.0,0.0,0.0,6
10.0732,18.2243,200.0,13.6098,6.96307,-0.204479,-0.0164436,7971.04,269.029,-2.16494E-4,1.0,0.0,0.0,6
9.73129,17.5789,200.0,14.3573,7.31054,-0.172252,-0.0238485,7984.54,269.453,2.88289E-5,1.0,0.0,0.0,6
9.4245,17.0248,200.0,14.9996,7.63756,-0.136198,-0.0267795,7996.53,269.79,-2.0155E-4,1.0,0.0,0.0,6
9.06084,16.3678,200.0,15.7609,8.0252,-0.0923571,-0.0267795,8012.91,270.189,-1.38826E-4,1.0,0.0,0.0,6
8.76343,15.8306,200.0,16.3835,8.34223,-0.0565017,-0.0267799,8021.78,270.524,6.77218E-5,1.0,0.0,0.0,6
8.45415,15.2719,200.0,17.031,8.6719,-0.019215,-0.0267795,8031.17,270.855,-1.14105E-4,1.0,0.0,0.0,6
8.08932,14.6128,200.0,17.7947,9.06079,0.0247674,-0.0267801,8036.13,271.249,-1.18957E-4,1.0,0.0,0.0,6
7.79057,14.0731,192.911,18.4202,9.37925,0.0607833,-0.0267808,8047.6,271.558,3.17624E-4,1.0,0.0,0.0,6
7.47992,13.512,185.218,19.0705,9.71038,0.098234,-0.026781,8059.2,271.858,2.84692E-4,1.0,0.0,0.0,6
7.17343,12.9583,177.621,19.7122,10.0371,0.135183,-0.0267822,8067.61,272.153,6.37669E-4,1.0,0.0,0.0,6
6.81141,12.3043,168.65,20.4701,10.423,0.178827,-0.0267832,8075.13,272.498,7.962E-4,1.0,0.0,0.0,6
6.56636,11.8617,162.58,20.9831,10.6842,0.208368,-0.0267837,8083.89,272.718,9.09145E-4,1.0,0.0,0.0,6
6.07144,10.9676,150.32,22.0193,11.2118,0.268034,-0.0267849,8097.14,273.15,0.00117348,1.0,0.0,0.0,6
5.76736,10.4183,142.786,22.6559,11.5359,0.304694,-0.0267859,8104.83,273.412,9.34485E-4,1.0,0.0,0.0,6
5.4648,9.8717,135.288,23.2894,11.8585,0.341169,-0.0267874,8112.33,273.668,0.00129829,1.0,0.0,0.0,6
5.1516,9.30591,127.526,23.9452,12.1923,0.378927,-0.0267892,8119.81,273.92,9.96327E-4,1.0,0.0,-0.30000001192092896,6
5.24117,10.2298,193.216,21.2391,11.6979,0.404554,0.0231906,8132.77,273.593,6.42139,1.0,0.0,0.0,6
6.21526,14.2568,73.9838,17.2367,10.4693,0.365229,0.101667,8121.83,272.728,14.4573,1.0,0.0,0.0,6
7.0218,15.7854,75.1559,16.3674,9.85036,0.274125,0.0933777,8097.49,273.059,4.07946,1.0,0.0,0.0,6
8.03416,17.7231,74.9035,15.1583,9.03885,0.159746,0.0852609,8103.42,273.325,0.161282,1.0,0.0,0.30000001192092896,6
8.94095,19.0901,81.7216,14.1155,8.27084,0.0452602,0.0704058,8111.41,273.396,-1.00706,1.0,0.0,0.0,6
8.58789,15.4248,133.774,16.8756,8.53115,-0.0401338,-0.0308897,8122.82,272.325,-15.6662,1.0,0.0,0.0,6
8.5873,15.3081,123.079,17.0492,8.53471,-0.0464429,-0.036382,8086.1,272.536,-5.92432,1.0,0.0,0.0,6
8.4442,15.2728,120.93,17.0245,8.68184,-0.0170051,-0.0259006,8090.06,272.822,-0.443022,1.0,0.0,-0.30000001192092896,6
8.33863,15.451,119.548,16.7452,8.77994,0.0147319,-0.00927329,8095.6,272.883,1.07016,1.0,0.0,0.0,6
9.3461,20.1103,74.8797,13.4891,7.9383,0.00699078,0.0740322,8102.05,272.14,13.1457,2.9802322387695312E-8,0.0,0.0,6
10.1264,21.9775,65.6577,12.3494,7.30175,-0.0700078,0.0779824,7898.42,270.689,4.16885,0.0,1.0,0.0,6
10.8235,22.9881,68.1116,11.4111,6.66597,-0.159746,0.0679026,7311.0,260.56,0.0232797,0.0,1.0,0.0,6
11.5743,24.4055,65.0709,10.3194,6.00246,-0.246133,0.0644093,6815.81,246.935,-0.698576,0.0,1.0,0.0,6
12.4964,26.4233,55.0035,8.96686,5.22443,-0.342918,0.0657638,6306.94,231.128,-0.220345,0.0,1.0,0.0,6
13.2167,28.0032,47.9621,7.91867,4.61923,-0.418444,0.0667387,5817.52,218.376,0.0124842,0.0,1.0,0.0,6
14.0058,29.661,41.0793,6.76267,3.9438,-0.503598,0.0665109,5198.38,203.635,-0.0366697,0.0,1.0,0.0,6
14.7338,31.1681,34.7955,5.68906,3.31553,-0.582911,0.0659757,4489.2,189.648,-0.129942,0.0,1.0,0.0,6
15.3034,32.3157,29.7638,4.84891,2.82493,-0.644731,0.065697,3833.01,178.467,-0.167287,0.0,1.0,0.30000001192092896,6
15.8439,32.5897,24.9048,4.05523,2.36243,-0.702909,0.0656571,3015.66,167.77,-0.1697,0.0,1.0,0.30000001192092896,5
16.453,31.998,19.4085,3.16382,1.84331,-0.76817,0.0657436,3197.64,155.462,-0.136302,0.0,1.0,0.0,4
16.9446,30.6982,15.0746,2.35656,1.36787,-0.82851,0.0627155,2144.0,143.67,-0.564187,0.0,0.699999988079071,0.0,3
17.3356,29.7408,10.4656,1.70368,0.992476,-0.875192,0.0656379,942.478,133.372,-0.189481,0.0,0.0,0.0,2
17.504,28.658,5.38485,0.968835,0.570082,-0.927692,0.0739216,942.478,125.196,0.530913,0.0,0.0,0.0,2
17.1941,26.9963,1.38359,0.247495,0.145542,-0.98155,0.0734096,8265.76,124.353,0.1511,0.0,0.0,0.0,3
-1.0,-1.0,-1.0,-1.0,-1.0,-1.03093,0.0470321,6320.07,124.109,0.0670198,0.0,0.0,0.0,4
-1.0,-1.0,-1.0,-1.0,-1.0,-1.04403,-0.00297093,5157.22,123.965,0.0185119,0.0,0.0,0.0,4
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0202,-0.062356,4827.2,123.733,0.1264,0.0,0.0,-0.30000001192092896,4
14.2284,20.179,34.1249,0.976023,0.422523,-0.956593,-0.0951619,5109.49,123.117,0.425139,0.0,0.0,-0.30000001192092896,4
14.1567,20.5391,35.6613,2.29376,1.05182,-0.886746,-0.0582782,5074.86,122.218,7.3408,0.0,0.0,0.0,4
