-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-2.24085;-1.1314;942.478;-26.481;-18.5256
11.8263;11.001;13.0966;20.4638;200.0;200.0;200.0;200.0;200.0;117.108;24.8342;1.21066;0.235069;10146.6;278.207;23.268
